monthly_income,age,gender,house_rent,existing_emi,cibil_score,loan_amount,tenure_months,foir,defaulted
38904.39,33,Male,4235.42,13429.31,768,2131020.67,60,1.645,1
39448.52,29,Male,12457.72,13805.62,825,1535355.84,12,4.1056,1
41999.54,53,Female,7979.51,12781.89,650,2187662.92,36,2.1996,1
54779.26,34,Male,14233.55,14570.96,657,2182325.39,36,1.8301,1
38585.26,40,Female,12754.36,5219.03,788,1410204.86,36,1.6623,1
91846.87,35,Female,12668.13,24215.14,793,2285875.5,84,0.8277,0
31341.44,52,Female,7576.4,10494.25,807,2136178.72,36,2.808,1
44647.97,53,Female,12997.39,365.32,795,2399495.07,84,1.2195,1
39345.4,37,Female,11386.4,7407.57,734,2141196.16,48,1.8842,1
101061.95,44,Female,23386.54,7710.97,690,2070889.24,36,0.9786,0
54083.12,50,Male,13855.28,10560.09,767,1226465.15,84,0.8397,0
82118.8,33,Male,23763.68,13406.43,691,608874.54,60,0.6138,0
25000.0,36,Other,7756.42,5037.98,726,2285700.96,36,3.505,1
56023.42,22,Female,16272.19,10803.38,695,1834118.05,24,2.0092,1
76482.36,37,Male,14417.02,25700.94,737,776194.87,12,1.4215,1
51079.68,52,Male,17836.08,9871.92,800,918389.73,60,0.9334,0
83511.55,28,Female,17422.65,24734.55,697,1746588.43,48,1.0453,1
37848.85,23,Male,4016.37,4236.69,687,1246761.54,60,0.9343,1
99178.22,32,Male,18908.75,15207.52,713,295558.15,24,0.4829,0
154731.88,40,Female,20416.21,25475.79,643,439475.07,36,0.3896,0
40887.54,36,Male,5330.13,3988.78,763,1889556.84,36,1.7409,1
39232.03,34,Male,6684.5,5214.98,727,888566.87,48,0.8887,1
101386.2,36,Female,11491.5,21238.34,717,1318358.63,12,1.4721,1
107989.15,53,Female,29386.88,21928.89,741,1939891.55,36,1.0633,1
37743.55,50,Female,4472.51,8407.47,624,1902821.42,84,1.2045,1
39731.78,32,Female,5992.44,4892.42,811,500836.06,48,0.5998,0
42578.63,35,Male,5246.75,4706.69,686,336145.27,36,0.4922,0
25028.61,38,Male,2898.11,5357.78,695,1518765.5,84,1.3689,1
30966.9,48,Female,5169.55,1440.01,776,1879918.9,60,1.5334,1
29671.12,43,Male,7209.33,2627.71,759,457695.81,48,0.7302,0
33392.99,34,Female,11392.73,492.37,849,992692.69,48,1.1242,0
48177.99,50,Female,15363.44,1224.39,657,2188667.19,48,1.5184,1
55111.15,53,Female,17579.55,4694.6,659,2366135.54,36,1.8098,1
106430.8,35,Male,15327.82,727.48,642,1189767.43,48,0.4398,0
29757.1,27,Female,4946.43,2555.95,728,290838.24,60,0.4646,0
80190.57,35,Female,9550.56,18383.02,702,718471.49,12,1.1402,1
44046.69,58,Female,12976.91,942.05,674,659127.81,12,1.6386,1
47823.3,31,Male,5617.04,7310.17,715,673512.93,24,0.9267,1
68693.49,49,Other,16429.69,21953.62,652,1285316.09,60,0.9656,1
27963.04,51,Female,4529.14,7744.36,820,1499741.56,60,1.605,1
59349.85,45,Female,9547.1,6344.68,674,394023.01,48,0.4394,0
53275.19,44,Male,18522.79,17244.22,682,2234454.42,24,2.6262,1
62706.83,39,Male,18134.5,7234.88,564,1587937.18,84,0.8382,1
56646.43,22,Female,17517.05,1437.71,613,1533404.15,84,0.7981,1
167317.77,42,Male,40657.49,58213.13,681,2469469.6,60,0.9118,0
35636.65,40,Male,11323.67,10851.64,700,1607545.55,60,1.603,1
37590.31,53,Male,9825.08,6130.09,766,2329501.96,60,1.7718,1
35897.74,28,Male,12081.15,8372.49,622,787016.73,36,1.2875,1
37133.0,45,Other,6325.04,8723.65,749,676310.78,60,0.8013,0
35642.94,29,Male,8869.03,2426.17,760,1339644.85,84,0.9604,0
88832.54,54,Female,24209.78,6219.79,764,1320661.47,36,0.8293,0
99733.02,43,Female,19770.51,16391.45,787,643560.76,84,0.4731,0
36850.59,25,Male,11789.5,11757.2,644,1779173.58,60,1.6887,1
32332.31,45,Female,11153.05,113.09,755,171121.17,84,0.4391,0
62050.74,28,Male,13864.77,16994.27,834,1757513.13,12,3.0006,1
37193.47,36,Male,7351.67,748.87,811,1197226.93,36,1.2716,1
67269.75,35,Male,14663.76,11259.46,842,1753618.03,36,1.2388,1
54255.6,21,Other,16992.0,12112.86,735,1244993.51,48,1.1295,1
25000.0,42,Female,6534.18,6009.14,681,2445601.08,60,2.6287,1
106271.52,23,Male,11816.66,2175.14,555,903243.88,24,0.5278,0
120323.45,58,Male,28341.28,17628.74,639,2458175.05,24,1.3342,1
36084.03,34,Female,3764.47,7373.52,685,255937.46,24,0.6392,0
40382.4,56,Male,11898.02,933.48,697,1741025.86,24,2.3272,1
56552.95,38,Female,10297.05,2674.0,668,1190126.1,12,2.0893,1
57943.77,61,Male,12631.85,13459.01,742,2073130.3,24,2.1178,1
68136.76,38,Male,20418.51,12439.96,732,1995078.57,84,0.9836,1
133933.98,23,Female,14948.67,7586.02,722,2020504.44,48,0.5582,0
44870.08,30,Male,6265.45,8405.68,771,327372.64,24,0.667,0
32887.61,59,Male,6560.75,10505.7,689,2073677.68,48,2.1486,1
25000.0,21,Female,3937.03,136.39,791,613696.38,36,0.9666,0
34014.25,47,Female,6274.79,7650.55,641,161632.63,84,0.4908,0
48215.53,47,Female,16853.44,1242.88,700,622572.93,60,0.6561,0
120244.08,31,Male,36837.21,271.43,740,1250284.25,24,0.7932,0
37842.74,25,Male,12146.59,1995.41,595,1881067.26,48,1.6584,1
54824.58,27,Male,18325.87,8114.99,687,624717.95,84,0.6774,0
48619.92,39,Male,9006.06,13653.46,766,371218.12,48,0.6634,0
88804.86,49,Male,15475.96,8758.37,692,1650321.41,60,0.6769,0
173419.05,35,Female,27489.63,37976.28,601,2461355.29,36,0.8422,0
37592.72,55,Male,11560.86,5409.77,662,1542088.73,24,2.3633,1
38379.56,57,Female,10358.18,3147.74,632,1758537.67,48,1.5361,1
82626.06,32,Female,13141.1,14871.58,752,1446801.86,24,1.1551,1
68936.82,50,Male,13390.87,19241.13,727,1977636.27,84,0.9646,0
123420.64,40,Female,27976.74,35961.36,618,2441930.61,12,2.2667,1
65641.55,57,Male,15231.14,19448.4,613,1405910.15,48,1.0819,1
40960.11,23,Male,13196.61,4853.58,672,1100297.23,36,1.3201,1
65862.69,29,Female,12852.55,18290.7,722,2164823.35,84,1.0356,1
85336.01,61,Female,27916.05,6337.26,676,2427348.03,60,1.0198,1
73883.23,59,Male,15540.74,19095.03,742,410035.94,48,0.6122,0
63173.3,46,Male,18105.04,20969.4,740,1487610.32,12,2.6997,1
83561.43,22,Female,27789.49,401.96,754,2001903.98,60,0.8583,0
87960.91,43,Female,28753.89,13557.18,628,1380014.57,36,0.9947,1
97839.09,43,Male,11176.96,22182.06,702,1082072.72,24,0.8564,0
67802.54,41,Male,10267.07,16653.76,789,1672551.57,24,1.5468,1
45091.14,36,Female,9885.17,2779.0,676,748307.43,48,0.7098,0
52751.99,29,Female,10966.54,17949.61,667,937920.98,60,0.9347,1
89612.89,33,Male,23319.33,19297.5,688,2481463.98,12,2.9229,1
32582.55,48,Male,10953.51,1874.12,686,1627516.8,12,4.8084,1
58943.62,47,Other,7550.75,423.38,727,2195025.52,36,1.3545,1
40268.73,37,Male,8575.82,11039.37,682,2038644.43,84,1.3539,1
49730.44,58,Male,7365.21,1387.31,588,1665454.13,60,0.9041,1
92895.08,56,Female,30054.06,4586.03,797,2117749.8,60,0.8686,0
53935.79,21,Male,18399.93,10851.37,752,789180.39,24,1.2243,1
50172.3,38,Female,11021.62,10597.74,729,1629079.48,36,1.4939,1
25000.0,29,Male,3150.06,6010.26,713,1517448.37,36,2.3536,1
71191.36,33,Male,21095.69,9805.18,699,1593807.04,84,0.8174,1
67693.27,60,Female,18567.27,18335.71,668,504716.63,36,0.7892,0
144585.65,35,Male,27278.64,49307.4,597,765383.3,60,0.6448,0
42028.82,24,Male,13527.05,3987.83,825,787979.97,24,1.2906,1
54697.6,53,Female,18813.68,13458.89,721,1544670.79,36,1.5146,1
55530.73,44,Male,13297.58,18045.49,615,2434112.51,24,2.6074,1
107874.81,56,Female,26044.43,25911.57,653,2389762.12,84,0.8609,0
46739.84,61,Female,8150.42,11142.23,739,645254.93,36,0.8647,0
56359.76,30,Male,13871.63,4414.12,738,831628.58,60,0.6453,0
66432.94,56,Female,13944.98,12442.59,671,186548.54,24,0.5281,0
53814.84,40,Male,9447.07,10595.23,649,1057157.42,48,0.8801,1
39213.77,61,Female,4580.02,9609.15,682,2103217.89,84,1.2802,1
54016.51,31,Male,8814.25,18845.69,594,2297804.17,36,1.9047,1
83852.61,32,Male,12532.92,987.39,689,667591.55,60,0.3343,0
29341.04,38,Female,6910.12,669.9,689,737906.74,24,1.4305,1
52390.72,50,Female,13119.55,1429.35,819,630039.56,12,1.3406,1
34542.29,57,Male,8709.59,8982.47,690,940248.56,60,1.104,1
89100.78,40,Male,17556.88,4252.23,736,2031422.56,60,0.7405,0
25000.0,45,Female,5132.69,5446.45,823,1652457.93,12,6.265,1
37069.1,32,Male,11438.03,4212.31,650,1986258.2,12,5.1579,1
59195.8,41,Female,12967.33,9475.0,679,1499274.66,48,1.0337,1
107233.29,45,Female,37203.87,8094.19,684,718559.39,48,0.5956,0
47435.44,31,Male,9956.9,14379.45,611,647186.03,48,0.8657,1
37138.16,29,Female,9744.88,7618.99,703,121601.69,60,0.5387,0
125564.96,45,Male,14137.45,41511.42,795,1974357.13,60,0.7851,0
25000.0,55,Male,6583.37,5027.72,774,2133090.94,60,2.3196,1
25000.0,52,Male,7821.41,1084.2,796,1943878.24,48,2.3658,1
61084.12,34,Male,20500.71,3653.11,678,278564.94,24,0.608,0
38138.25,21,Male,13322.84,13202.54,646,1929331.91,60,1.7954,1
29418.63,37,Male,5017.19,7470.8,850,209841.89,60,0.5796,0
69855.09,45,Male,17033.64,1204.83,733,353423.36,60,0.3711,0
55375.93,28,Other,11777.33,13640.39,615,1157140.9,48,0.9991,1
36973.65,25,Male,8908.96,5333.84,850,1242752.82,36,1.4856,1
25844.36,25,Female,3601.75,2778.86,714,2058684.73,48,2.3057,1
75828.44,61,Male,23812.96,4088.77,528,1730864.54,36,1.1153,1
67853.12,55,Male,22214.58,19946.54,814,467968.43,48,0.7996,0
46649.25,39,Male,9909.02,1042.35,569,642752.28,24,0.8769,1
123416.3,43,Male,20994.03,12519.65,738,785620.45,24,0.5682,0
28708.76,29,Male,3881.66,3078.56,774,396814.33,60,0.543,0
25000.0,50,Other,6773.53,1407.92,764,790347.73,48,1.1443,1
34684.42,36,Female,6175.84,6169.13,821,1848635.57,36,2.1009,1
47916.11,53,Male,15687.0,196.26,786,679363.53,36,0.7957,0
55363.16,22,Female,14823.66,5832.03,840,2104863.15,24,2.1451,1
43450.69,34,Male,11358.94,14198.39,713,1226840.79,60,1.2021,1
58455.89,21,Male,14020.68,6353.3,693,875045.83,36,0.8386,0
26218.76,46,Female,2921.93,3307.78,697,1089803.45,48,1.3119,1
100899.71,45,Female,33597.65,16709.78,809,1802792.18,60,0.8871,0
47048.04,36,Male,12090.61,9249.3,678,1340302.49,84,0.9414,1
85703.41,35,Female,29868.97,24258.18,775,117468.79,48,0.667,0
58183.82,46,Female,13634.75,3875.77,664,2313577.23,48,1.3287,1
61597.5,36,Male,17095.01,18794.09,665,258390.41,24,0.7782,1
65178.42,34,Female,7433.75,17281.55,796,2352691.24,48,1.3121,1
61319.57,49,Male,15816.4,15509.41,748,167566.78,12,0.7524,0
67599.87,44,Male,19682.54,2053.79,579,1950350.4,60,0.9488,1
95280.1,35,Female,28072.24,721.67,664,1383219.3,12,1.5853,1
54082.21,39,Female,15820.56,11243.93,552,1313742.83,48,1.1283,1
69877.7,28,Male,10940.8,21109.84,695,274668.41,48,0.5603,0
46869.96,54,Male,16116.22,9587.46,702,672988.02,24,1.2176,1
100715.86,22,Male,35129.24,7516.65,689,1966113.56,24,1.3333,1
34954.55,47,Male,4156.06,1107.43,798,2239023.59,84,1.2474,1
120628.42,30,Male,40303.36,29536.93,746,1369884.83,24,1.1083,1
48046.33,55,Female,8281.38,12137.44,850,948024.15,84,0.7628,0
25000.0,43,Female,6808.03,1509.65,754,243863.7,24,0.7873,0
52263.43,28,Female,9644.05,515.66,755,1737228.46,84,0.7635,0
34873.21,48,Female,11924.5,4983.35,737,768271.87,36,1.2061,1
74631.79,43,Male,9357.03,15221.27,702,232032.92,24,0.4742,0
35372.43,24,Male,7938.87,8740.56,677,1698044.15,48,1.7122,1
39218.67,34,Female,8118.73,11117.74,704,1265727.5,84,1.0431,1
25000.0,49,Male,4537.65,5342.2,707,128709.16,48,0.5283,0
39098.79,21,Female,10219.78,1517.35,713,366217.69,84,0.4606,0
25000.0,24,Female,3319.1,5972.59,761,1778084.63,60,1.9181,1
25000.0,52,Male,6979.14,8611.55,739,252811.2,84,0.7968,0
71697.23,53,Female,24746.16,22724.77,686,2178311.36,12,3.3473,1
72613.06,46,Female,21866.67,22153.09,672,847183.07,84,0.806,0
60641.14,37,Female,19102.21,6413.38,734,312799.53,84,0.5091,0
30227.64,59,Female,5740.51,7943.09,659,1923417.71,36,2.5359,1
47865.22,43,Male,8674.21,14258.39,692,1358625.36,36,1.4084,1
48932.58,52,Male,11218.39,11617.29,685,835936.08,60,0.8381,1
27469.12,35,Female,3060.93,2408.95,850,1074636.02,60,1.0497,1
103953.52,33,Female,34963.68,34704.04,637,151389.75,24,0.7381,0
76014.63,22,Male,10333.91,11994.11,668,1690476.49,60,0.7773,0
43893.34,39,Male,14298.4,1994.16,683,977856.85,36,1.1005,1
49684.23,44,Female,6006.6,1908.98,690,1813690.17,12,3.3856,1
54403.92,44,Female,16628.9,12329.65,784,1607610.75,84,1.0382,0
25000.0,31,Male,3449.77,3829.96,703,1663010.05,12,6.1704,1
43321.8,42,Male,4745.16,1432.62,633,2002942.51,36,1.6562,1
34856.95,35,Female,9755.5,9032.4,813,1614779.39,24,2.6981,1
29708.55,30,Male,5052.42,8311.38,737,1104942.23,12,3.737,1
42593.2,61,Female,11867.49,10814.22,747,1035826.15,84,0.9489,0
120432.33,47,Male,28755.78,8525.56,762,386997.06,84,0.3646,0
67536.36,29,Male,8590.75,16304.72,639,1970664.19,12,2.9475,1
36842.62,48,Male,12269.79,138.27,719,1926660.26,24,2.7741,1
65270.23,21,Male,13907.69,6970.16,773,691116.08,12,1.2557,1
98683.96,37,Female,27987.94,13775.05,678,2170436.59,48,0.9916,1
77832.69,51,Female,17532.21,22753.33,739,1513607.82,36,1.1543,1
50504.37,30,Male,12681.16,6900.82,755,1248848.42,12,2.5732,1
35473.16,57,Female,6232.4,139.92,625,141991.12,12,0.5334,0
69502.06,49,Female,10431.57,8571.08,652,1018578.85,24,0.9565,1
59679.43,38,Female,14063.01,10421.43,571,1637609.84,12,2.8355,1
76695.37,58,Male,16110.23,25474.5,734,315394.81,24,0.7339,0
67345.13,59,Male,13302.57,22180.93,842,1202961.54,36,1.1117,1
82849.12,26,Female,22215.31,5244.84,675,2484246.28,48,1.1064,1
37510.73,60,Female,10226.43,2430.74,707,1819692.73,60,1.3922,1
94721.57,32,Male,10559.56,5416.51,785,1412490.13,36,0.6569,0
54111.38,34,Male,9993.62,14941.38,737,1379278.92,12,2.7136,1
138362.24,30,Male,28079.39,291.63,656,205036.2,48,0.2433,0
34731.63,40,Male,4314.47,1545.98,819,2397554.65,60,1.6696,1
116772.39,35,Male,18563.92,21986.59,732,2327626.38,60,0.7807,0
54119.8,51,Female,6110.69,4689.3,704,1737771.31,84,0.7494,0
35393.77,27,Other,12354.57,1144.1,710,337627.96,84,0.5447,0
38486.28,61,Female,10935.46,4847.63,758,598801.35,12,1.7852,1
41765.52,30,Female,5089.65,4008.35,680,541382.89,84,0.4398,0
60601.99,30,Male,6366.99,10840.88,822,1346988.36,60,0.7672,0
63666.75,59,Female,17815.35,21820.62,801,598729.3,60,0.827,0
36796.21,48,Female,7719.77,1600.88,720,1769921.35,36,1.8281,1
48427.48,50,Female,14368.39,6317.58,724,1408551.73,84,0.9252,0
143076.56,57,Male,47339.6,46670.82,665,142379.62,84,0.6741,0
116281.77,23,Female,29050.1,35687.52,678,1885737.37,36,1.0877,0
60971.5,35,Male,8949.22,8413.75,646,553188.97,60,0.482,0
49961.19,41,Male,14765.95,12222.19,706,2079724.29,24,2.4803,1
52052.89,57,Male,17643.48,1600.62,724,952109.05,12,1.9863,1
66619.93,32,Female,16325.73,16614.3,616,912687.23,24,1.133,1
29395.7,24,Male,7951.52,10009.24,764,128361.61,24,0.8145,1
43101.44,29,Female,7946.56,8108.28,663,2470549.56,60,1.6188,1
25000.0,59,Female,4884.55,4361.79,746,1568810.41,12,5.916,1
59850.89,48,Female,16977.52,3923.92,772,1114552.4,24,1.2172,1
67751.24,43,Male,22489.53,15028.98,804,331891.37,36,0.7141,0
38499.74,60,Female,9903.95,7956.09,791,1777955.35,36,1.9758,1
107687.99,42,Female,32033.08,24571.88,827,778553.13,12,1.1646,0
26558.82,44,Female,3795.49,242.46,773,2471873.96,24,4.4899,1
25000.0,46,Female,3824.74,4801.33,730,2381313.66,48,2.8069,1
54842.78,50,Male,12778.84,11419.76,689,1864712.03,84,1.0234,1
82747.51,53,Male,11927.11,6010.41,712,2430572.63,48,0.9759,0
113773.38,36,Male,29438.72,8295.96,825,353521.27,12,0.6063,0
38970.41,42,Female,6738.5,3767.52,707,771796.87,84,0.6087,0
84064.57,38,Female,25041.42,20940.7,719,707783.89,12,1.2911,1
48085.97,27,Other,14523.29,10203.51,815,272830.38,48,0.6609,0
44967.1,46,Female,9710.5,13311.02,704,2433343.84,24,3.0341,1
76254.37,28,Male,11072.34,7890.84,668,243937.81,24,0.3978,0
67925.14,26,Female,17775.58,21683.32,793,2156053.37,60,1.2711,1
25000.0,50,Male,8704.92,6507.43,666,1943587.42,84,1.9397,1
102566.86,59,Female,26220.98,14180.29,746,1002081.01,12,1.2574,0
97738.0,43,Female,10647.94,3258.75,734,145137.67,24,0.2115,0
35854.3,52,Male,3740.45,3224.89,740,114630.17,48,0.2769,0
59748.64,42,Male,10760.16,20007.96,562,589585.22,84,0.6839,1
62756.35,29,Female,9347.3,6817.05,770,1285303.79,48,0.7869,0
55845.09,51,Male,16935.74,6448.17,716,1198983.95,36,1.1216,1
37229.15,27,Male,11585.77,2470.38,760,1504702.18,24,2.2613,1
35037.99,29,Female,5769.17,9894.65,752,1952702.34,60,1.6588,1
48398.45,33,Female,8780.02,4669.26,740,1005651.08,60,0.7297,0
88112.04,23,Male,14015.26,10184.91,694,484872.87,84,0.3689,0
64331.2,55,Female,21042.46,9329.43,694,2020117.4,12,3.2475,1
40728.89,53,Male,9190.98,6182.84,716,898457.64,36,1.0997,1
72102.89,41,Female,19037.63,10380.6,731,788516.55,84,0.5953,0
25000.0,51,Female,5096.76,4407.76,692,1934348.89,48,2.38,1
87062.61,54,Female,22440.7,24819.77,781,2341934.65,48,1.2381,0
25000.0,52,Male,4911.6,7168.74,698,2295907.08,12,8.5999,1
40895.67,55,Female,7562.41,11426.64,656,429861.82,60,0.6929,1
28005.75,35,Female,7242.85,991.23,758,1307579.57,60,1.3092,1
25659.25,52,Female,6357.48,7181.7,842,322888.68,48,0.8529,1
87589.24,26,Other,15186.4,3686.47,644,2406342.3,12,2.6436,1
38798.99,41,Female,5328.54,1693.7,711,616546.93,84,0.4531,0
58293.85,53,Male,11200.82,19339.1,789,573830.98,24,0.9827,0
47884.14,52,Female,9758.76,13732.66,757,2233325.62,84,1.2892,1
62225.52,39,Female,16002.6,12030.91,760,2422841.33,36,1.7252,1
50940.37,53,Male,16740.64,15599.96,721,1774317.42,60,1.3922,1
25809.65,48,Male,2814.44,8937.31,547,390412.08,84,0.7143,1
80670.92,51,Other,12981.18,17241.37,736,1266053.47,60,0.7159,0
38296.8,41,Male,5684.36,8215.22,744,2059852.23,60,1.5324,1
25000.0,54,Male,5639.34,6601.24,793,1473945.24,24,3.2375,1
39574.59,35,Male,8208.77,3215.38,671,418227.65,24,0.7812,1
103816.47,34,Male,29303.17,6072.61,829,512530.6,84,0.4253,0
74990.06,39,Female,12043.7,19936.35,699,2173940.02,36,1.3755,1
41178.6,35,Male,10238.01,4970.94,688,1364869.99,60,1.09,1
41166.13,26,Male,13212.86,1946.11,673,1794008.26,48,1.4946,1
41738.63,29,Male,13676.47,4599.9,788,995350.06,60,0.9564,1
138465.16,57,Female,47036.08,17380.55,648,1377965.4,36,0.791,0
59335.78,40,Female,17404.09,20045.39,761,2445047.54,84,1.3367,1
60780.29,54,Male,19844.58,14847.77,667,891287.29,36,1.0509,1
82054.73,58,Female,13016.56,15245.74,717,1719492.47,48,0.886,0
55237.35,46,Female,8252.2,18731.29,620,514013.34,24,0.9222,1
43065.56,38,Female,4376.41,13612.98,771,392175.72,48,0.6531,0
44436.88,48,Male,12296.18,7963.1,710,1980736.27,36,1.9152,1
47296.87,29,Female,15814.5,14992.53,756,2125859.7,48,1.813,1
48116.91,52,Male,7060.38,6808.86,708,1703948.07,60,1.0582,1
70531.51,26,Female,18284.3,5688.17,754,479670.01,36,0.5625,0
50310.69,34,Male,14419.8,4097.17,717,677411.12,84,0.5986,0
70708.43,48,Male,23468.38,16390.95,768,2286821.7,24,2.0711,1
47081.8,44,Female,12322.01,8256.95,754,792889.72,24,1.222,1
50986.57,33,Male,17466.65,11759.18,732,2065265.24,48,1.6201,1
25000.0,32,Female,4654.21,6003.16,661,786249.49,48,1.2391,1
77510.12,39,Female,14531.76,605.59,691,2354710.17,48,0.9805,1
58293.4,41,Male,13742.85,1102.55,669,2294686.99,84,0.9287,1
80741.26,47,Female,15815.23,15053.18,812,203831.62,60,0.4372,0
25000.0,39,Female,2508.91,1671.56,770,1948993.57,24,3.8008,1
139272.45,44,Female,39406.17,30833.08,722,506708.22,36,0.6234,0
45716.07,46,Female,13162.99,8835.32,683,616651.9,36,0.9228,1
85313.79,48,Male,24463.19,17490.7,668,1203628.51,24,1.1493,1
29145.24,38,Female,5428.45,3085.3,727,1483163.56,84,1.1635,1
66595.14,56,Other,15355.0,14913.66,839,881919.33,48,0.7968,0
28949.04,49,Male,5500.13,8404.55,720,1480920.08,12,5.0016,1
35886.47,37,Female,3732.52,12536.04,798,509580.09,48,0.8203,0
127645.95,24,Female,30713.18,37458.41,737,153610.37,84,0.5547,0
44562.98,49,Male,5835.08,8695.33,756,1470938.53,24,1.8645,1
54650.65,24,Female,6558.64,3699.87,689,1341796.62,60,0.7215,0
75737.89,30,Female,21878.77,18063.95,707,1755169.51,48,1.1263,1
62808.2,45,Female,6430.09,20612.32,665,1659572.95,36,1.2956,1
52849.81,51,Male,17955.84,3918.99,739,2253967.31,60,1.3412,1
58834.31,23,Male,13462.1,5271.46,704,1202724.69,24,1.2712,1
163032.98,22,Female,56369.32,8502.66,743,120086.74,12,0.463,0
47628.69,45,Female,5453.46,12281.18,655,1613566.44,48,1.2479,1
54206.14,26,Male,13328.34,7713.35,749,1720317.83,60,1.0782,1
82894.77,46,Male,15528.82,1819.0,730,1351587.97,60,0.5638,0
85200.53,28,Male,26486.34,26091.17,728,1754331.69,36,1.2912,1
88744.36,55,Male,16888.56,17321.58,745,876601.15,48,0.6408,0
67465.06,47,Female,11139.96,7818.05,704,457139.93,12,0.8799,0
27680.89,45,Male,8702.55,3332.61,850,1694928.79,60,1.7661,1
110936.78,38,Female,21484.38,11269.84,750,688447.43,36,0.4984,0
27634.69,21,Female,2879.77,4405.47,726,1195158.18,48,1.3814,1
57029.15,59,Male,11267.38,6727.42,768,1279894.55,48,0.8956,0
33619.52,23,Female,8863.13,6447.59,686,1245278.92,12,3.7291,1
47473.68,24,Other,7766.21,12852.6,683,1536277.94,36,1.4938,1
57779.03,61,Female,12017.86,13639.4,772,170688.9,12,0.7052,0
57565.49,57,Male,6572.76,5932.69,777,2475237.99,60,1.1521,1
60533.99,35,Male,14953.3,11202.38,797,1819145.14,84,0.9466,0
109848.3,28,Female,31754.26,32300.25,627,1120930.68,24,1.0587,1
61498.44,58,Male,12504.36,1468.1,711,559192.07,24,0.651,0
43387.28,39,Female,8896.92,1188.99,741,292425.57,12,0.8281,0
79383.32,46,Male,9690.37,15452.72,766,1713257.01,12,2.2242,1
88852.7,59,Male,13371.02,19875.49,754,860693.48,84,0.54,0
26534.37,30,Male,3679.49,1963.4,664,650748.3,84,0.6326,1
66085.2,58,Male,14566.63,17236.81,753,1011890.53,84,0.7434,0
69604.63,34,Female,16170.12,15744.02,740,1523015.41,84,0.8332,0
42244.03,61,Female,14246.17,13651.21,740,1712092.52,24,2.5493,1
97523.96,39,Female,11537.85,5766.98,648,1648408.17,60,0.5449,0
45477.46,50,Male,11367.87,11959.71,659,2171837.4,84,1.3307,1
52197.41,25,Male,12090.21,1528.08,837,625017.83,84,0.4659,0
44957.1,51,Male,10297.8,8894.87,784,1628190.79,12,3.6278,1
49404.14,27,Female,15724.84,9543.07,715,342674.5,84,0.6302,0
28335.27,39,Male,4289.52,3851.75,717,1415043.26,60,1.3731,1
25000.0,51,Female,2754.83,7390.0,850,1501500.17,60,1.7116,1
108798.47,59,Male,29165.37,166.43,722,618969.52,36,0.4559,0
32097.05,44,Other,5979.34,5843.68,712,1040063.51,60,1.0729,1
29860.86,54,Female,3117.4,2269.54,668,2085262.94,84,1.3761,1
25000.0,43,Female,4071.09,6505.61,704,456181.73,48,0.8947,1
35614.89,60,Female,6315.65,536.84,610,1142814.87,84,0.7418,1
25297.35,26,Male,6430.83,7362.65,753,2338559.37,24,4.8538,1
111413.92,58,Male,15948.51,32681.3,801,1309861.43,24,0.9844,0
81219.33,61,Male,16508.93,23675.69,802,1840320.91,12,2.4974,1
34749.65,56,Female,7666.43,1855.6,674,2084478.49,12,5.5756,1
151178.71,47,Male,32474.6,33356.41,570,589058.5,36,0.563,0
80088.11,31,Male,27509.08,402.73,742,623721.37,84,0.4819,0
41671.98,25,Female,4641.26,12367.7,805,1920619.49,36,1.9171,1
25000.0,37,Male,8443.55,6326.03,615,1907936.17,48,2.5632,1
154117.61,27,Female,37833.45,28651.05,695,244439.97,12,0.5716,0
25000.0,47,Male,7473.3,6392.68,743,873995.78,24,2.184,1
25000.0,35,Male,5189.95,825.34,665,1056477.98,48,1.3328,1
81738.89,33,Female,17447.94,15124.11,607,2089696.97,12,2.658,1
166022.1,31,Male,53099.12,16925.42,671,1112469.41,48,0.595,0
97942.55,46,Male,31731.78,33341.29,683,2322229.34,84,1.0704,1
64987.78,42,Female,10376.74,19495.77,597,2491858.67,60,1.2933,1
65997.83,48,Male,9887.17,16938.11,789,1973742.8,60,1.0567,0
75109.91,44,Male,16829.04,24546.8,821,1699328.05,48,1.1356,0
71643.97,49,Female,23289.25,8697.23,721,1040553.2,12,1.7301,1
56420.94,29,Female,10188.99,17789.97,767,260894.67,60,0.5964,0
51642.52,24,Female,13582.17,5878.64,623,1475533.02,60,0.9981,1
47510.38,38,Female,13162.18,12185.41,710,968091.77,48,1.0602,1
33624.75,36,Female,9908.16,8666.64,682,942155.38,60,1.1616,1
42602.25,53,Female,10266.34,273.61,746,1750502.21,84,0.951,1
25000.0,49,Female,5015.34,3159.27,544,1212734.46,24,2.5879,1
46668.76,59,Male,15949.23,317.41,700,1905025.23,60,1.2361,1
29902.71,30,Female,7560.38,10435.51,760,1055615.73,84,1.2063,1
28231.83,29,Male,7965.37,1207.44,735,462072.13,48,0.7479,1
53634.46,51,Male,9989.19,10189.68,770,1207234.06,60,0.8656,0
98321.81,48,Male,26299.83,27205.12,681,2382430.03,60,1.071,1
77587.24,23,Female,12759.18,5465.42,536,2023659.11,36,1.0888,1
25000.0,34,Male,4031.86,4244.21,791,593798.21,48,0.9449,0
29887.21,45,Male,8328.98,6354.02,769,1039121.2,48,1.3899,1
